service_type,pickup_slug,dropoff_slug,vehicle_class_slug,distance_km,estimated_duration_min,price,return_price,price_per_km,return_multiplier,active,needs_review,source_label,suggested_price,premium_delta,estimated_cost,estimated_margin,estimated_margin_percent,competitor_price_low,competitor_price_high,market_position,psychological_price,confidence_score,pricing_status,review_notes
intercity,amsterdam-oost,den-haag,business,71,64,142,256,2.00,1.80,false,true,Amsterdam Oost → Den Haag,151,4,82.9,59.1,41.6,121,159,Market,149,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-oost,utrecht,executive-ev,46,41,104,187,2.26,1.80,false,true,Amsterdam Oost → Utrecht,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-oost,utrecht,business,46,41,104,187,2.26,1.80,false,true,Amsterdam Oost → Utrecht,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-oost,eindhoven,executive-ev,149,134,259,466,1.74,1.80,false,true,Amsterdam Oost → Eindhoven,302,-21,166.06,92.94,35.9,246,322,Market,299,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-oost,eindhoven,business,149,134,259,466,1.74,1.80,false,true,Amsterdam Oost → Eindhoven,302,-21,166.06,92.94,35.9,246,322,Market,299,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-zuidoost-bijlmer,rotterdam,executive-ev,77,69,151,272,1.96,1.80,false,true,Amsterdam Zuidoost / Bijlmer → Rotterdam,162,2,89.02,61.98,41.0,131,171,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-zuidoost-bijlmer,rotterdam,business,77,69,151,272,1.96,1.80,false,true,Amsterdam Zuidoost / Bijlmer → Rotterdam,162,2,89.02,61.98,41.0,131,171,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-zuidoost-bijlmer,den-haag,executive-ev,71,64,142,256,2.00,1.80,false,true,Amsterdam Zuidoost / Bijlmer → Den Haag,151,4,82.9,59.1,41.6,121,159,Market,149,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-zuidoost-bijlmer,den-haag,business,71,64,142,256,2.00,1.80,false,true,Amsterdam Zuidoost / Bijlmer → Den Haag,151,4,82.9,59.1,41.6,121,159,Market,149,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-zuidoost-bijlmer,utrecht,executive-ev,46,41,104,187,2.26,1.80,false,true,Amsterdam Zuidoost / Bijlmer → Utrecht,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-zuidoost-bijlmer,utrecht,business,46,41,104,187,2.26,1.80,false,true,Amsterdam Zuidoost / Bijlmer → Utrecht,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-zuidoost-bijlmer,eindhoven,executive-ev,149,134,259,466,1.74,1.80,false,true,Amsterdam Zuidoost / Bijlmer → Eindhoven,302,-21,166.06,92.94,35.9,246,322,Market,299,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-zuidoost-bijlmer,eindhoven,business,149,134,259,466,1.74,1.80,false,true,Amsterdam Zuidoost / Bijlmer → Eindhoven,302,-21,166.06,92.94,35.9,246,322,Market,299,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-noord,rotterdam,executive-ev,77,69,151,272,1.96,1.80,false,true,Amsterdam Noord → Rotterdam,162,2,89.02,61.98,41.0,131,171,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-noord,rotterdam,business,77,69,151,272,1.96,1.80,false,true,Amsterdam Noord → Rotterdam,162,2,89.02,61.98,41.0,131,171,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-noord,den-haag,executive-ev,71,64,142,256,2.00,1.80,false,true,Amsterdam Noord → Den Haag,151,4,82.9,59.1,41.6,121,159,Market,149,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-noord,den-haag,business,71,64,142,256,2.00,1.80,false,true,Amsterdam Noord → Den Haag,151,4,82.9,59.1,41.6,121,159,Market,149,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-noord,utrecht,executive-ev,46,41,104,187,2.26,1.80,false,true,Amsterdam Noord → Utrecht,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-noord,utrecht,business,46,41,104,187,2.26,1.80,false,true,Amsterdam Noord → Utrecht,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-noord,eindhoven,executive-ev,149,134,259,466,1.74,1.80,false,true,Amsterdam Noord → Eindhoven,302,-21,166.06,92.94,35.9,246,322,Market,299,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-noord,eindhoven,business,149,134,259,466,1.74,1.80,false,true,Amsterdam Noord → Eindhoven,302,-21,166.06,92.94,35.9,246,322,Market,299,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,leidsche-rijn,amsterdam,executive-ev,46,41,104,187,2.26,1.80,false,true,Leidsche Rijn → Amsterdam,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,leidsche-rijn,amsterdam,business,46,41,104,187,2.26,1.80,false,true,Leidsche Rijn → Amsterdam,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,leidsche-rijn,rotterdam,executive-ev,65,59,133,239,2.05,1.80,false,true,Leidsche Rijn → Rotterdam,140,6,76.78,56.22,42.3,112,146,Market,139,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,leidsche-rijn,rotterdam,business,65,59,133,239,2.05,1.80,false,true,Leidsche Rijn → Rotterdam,140,6,76.78,56.22,42.3,112,146,Market,139,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,leidsche-rijn,den-haag,executive-ev,76,68,149,268,1.96,1.80,false,true,Leidsche Rijn → Den Haag,160,2,87.88,61.12,41.0,129,169,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,leidsche-rijn,den-haag,business,76,68,149,268,1.96,1.80,false,true,Leidsche Rijn → Den Haag,160,2,87.88,61.12,41.0,129,169,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,utrecht-centrum,amsterdam,executive-ev,46,41,104,187,2.26,1.80,false,true,Utrecht Centrum → Amsterdam,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,utrecht-centrum,amsterdam,business,46,41,104,187,2.26,1.80,false,true,Utrecht Centrum → Amsterdam,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,utrecht-centrum,rotterdam,executive-ev,65,59,133,239,2.05,1.80,false,true,Utrecht Centrum → Rotterdam,140,6,76.78,56.22,42.3,112,146,Market,139,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,utrecht-centrum,rotterdam,business,65,59,133,239,2.05,1.80,false,true,Utrecht Centrum → Rotterdam,140,6,76.78,56.22,42.3,112,146,Market,139,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,utrecht-centrum,den-haag,executive-ev,76,68,149,268,1.96,1.80,false,true,Utrecht Centrum → Den Haag,160,2,87.88,61.12,41.0,129,169,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,utrecht-centrum,den-haag,business,76,68,149,268,1.96,1.80,false,true,Utrecht Centrum → Den Haag,160,2,87.88,61.12,41.0,129,169,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,de-uithof-science-park,amsterdam,executive-ev,46,41,104,187,2.26,1.80,false,true,De Uithof → Amsterdam,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,de-uithof-science-park,amsterdam,business,46,41,104,187,2.26,1.80,false,true,De Uithof → Amsterdam,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,de-uithof-science-park,rotterdam,executive-ev,65,59,133,239,2.05,1.80,false,true,De Uithof → Rotterdam,140,6,76.78,56.22,42.3,112,146,Market,139,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,de-uithof-science-park,rotterdam,business,65,59,133,239,2.05,1.80,false,true,De Uithof → Rotterdam,140,6,76.78,56.22,42.3,112,146,Market,139,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,de-uithof-science-park,den-haag,executive-ev,76,68,149,268,1.96,1.80,false,true,De Uithof → Den Haag,160,2,87.88,61.12,41.0,129,169,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,de-uithof-science-park,den-haag,business,76,68,149,268,1.96,1.80,false,true,De Uithof → Den Haag,160,2,87.88,61.12,41.0,129,169,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
day_trip,amsterdam,antwerpen,executive-ev,179,161,536,,2.99,,false,true,Amsterdam → Antwerpen,360,201,198.1,337.9,63.0,295,385,Luxury,359,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,amsterdam,antwerpen,business,179,161,536,,2.99,,false,true,Amsterdam → Antwerpen,360,201,198.1,337.9,63.0,295,385,Luxury,359,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,amsterdam,brussel,executive-ev,234,211,624,,2.67,,false,true,Amsterdam → Brussel,468,189,257.2,366.8,58.8,383,500,Premium,469,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,amsterdam,brussel,business,234,211,624,,2.67,,false,true,Amsterdam → Brussel,468,189,257.2,366.8,58.8,383,500,Premium,469,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,amsterdam,brugge,executive-ev,234,211,624,,2.67,,false,true,Amsterdam → Brugge,468,189,257.2,366.8,58.8,383,500,Premium,469,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,amsterdam,brugge,business,234,211,624,,2.67,,false,true,Amsterdam → Brugge,468,189,257.2,366.8,58.8,383,500,Premium,469,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,amsterdam,dusseldorf,executive-ev,244,220,640,,2.62,,false,true,Amsterdam → Düsseldorf,487,187,267.88,372.12,58.1,399,521,Premium,485,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,amsterdam,dusseldorf,business,244,220,640,,2.62,,false,true,Amsterdam → Düsseldorf,487,187,267.88,372.12,58.1,399,521,Premium,485,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,amsterdam,keulen,executive-ev,288,259,711,,2.47,,false,true,Amsterdam → Keulen,572,178,314.44,396.56,55.8,469,613,Premium,569,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,amsterdam,keulen,business,288,259,711,,2.47,,false,true,Amsterdam → Keulen,572,178,314.44,396.56,55.8,469,613,Premium,569,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,rotterdam,antwerpen,executive-ev,106,95,420,,3.96,,false,true,Rotterdam → Antwerpen,218,218,119.92,300.08,71.4,178,232,Luxury,219,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,rotterdam,antwerpen,business,106,95,420,,3.96,,false,true,Rotterdam → Antwerpen,218,218,119.92,300.08,71.4,178,232,Luxury,219,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,rotterdam,brussel,executive-ev,162,146,509,,3.14,,false,true,Rotterdam → Brussel,328,205,180.16,328.84,64.6,268,350,Luxury,329,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,rotterdam,brussel,business,162,146,509,,3.14,,false,true,Rotterdam → Brussel,328,205,180.16,328.84,64.6,268,350,Luxury,329,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,rotterdam,brugge,executive-ev,159,143,504,,3.17,,false,true,Rotterdam → Brugge,321,206,176.74,327.26,64.9,262,343,Luxury,319,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,rotterdam,brugge,business,159,143,504,,3.17,,false,true,Rotterdam → Brugge,321,206,176.74,327.26,64.9,262,343,Luxury,319,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,rotterdam,dusseldorf,executive-ev,238,214,631,,2.65,,false,true,Rotterdam → Düsseldorf,475,189,261.04,369.96,58.6,389,508,Premium,475,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,rotterdam,dusseldorf,business,238,214,631,,2.65,,false,true,Rotterdam → Düsseldorf,475,189,261.04,369.96,58.6,389,508,Premium,475,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,rotterdam,keulen,executive-ev,276,248,692,,2.51,,false,true,Rotterdam → Keulen,548,181,301.48,390.52,56.4,450,588,Premium,549,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,rotterdam,keulen,business,276,248,692,,2.51,,false,true,Rotterdam → Keulen,548,181,301.48,390.52,56.4,450,588,Premium,549,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,den-haag,antwerpen,executive-ev,128,115,455,,3.55,,false,true,Den Haag → Antwerpen,261,213,143.56,311.44,68.4,213,278,Luxury,259,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,den-haag,antwerpen,business,128,115,455,,3.55,,false,true,Den Haag → Antwerpen,261,213,143.56,311.44,68.4,213,278,Luxury,259,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,den-haag,brussel,executive-ev,183,165,543,,2.97,,false,true,Den Haag → Brussel,368,201,202.66,340.34,62.7,301,393,Luxury,369,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,den-haag,brussel,business,183,165,543,,2.97,,false,true,Den Haag → Brussel,368,201,202.66,340.34,62.7,301,393,Luxury,369,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,den-haag,brugge,executive-ev,164,148,512,,3.12,,false,true,Den Haag → Brugge,332,204,182.44,329.56,64.4,271,354,Luxury,329,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,den-haag,brugge,business,164,148,512,,3.12,,false,true,Den Haag → Brugge,332,204,182.44,329.56,64.4,271,354,Luxury,329,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,den-haag,dusseldorf,executive-ev,263,237,671,,2.55,,false,true,Den Haag → Düsseldorf,524,183,288.1,382.9,57.1,429,561,Premium,525,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,den-haag,dusseldorf,business,263,237,671,,2.55,,false,true,Den Haag → Düsseldorf,524,183,288.1,382.9,57.1,429,561,Premium,525,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,den-haag,keulen,executive-ev,301,271,732,,2.43,,false,true,Den Haag → Keulen,597,175,328.54,403.46,55.1,490,641,Premium,595,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,den-haag,keulen,business,301,271,732,,2.43,,false,true,Den Haag → Keulen,597,175,328.54,403.46,55.1,490,641,Premium,595,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,utrecht,antwerpen,executive-ev,147,132,485,,3.30,,false,true,Utrecht → Antwerpen,298,209,163.78,321.22,66.2,243,317,Luxury,299,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,utrecht,antwerpen,business,147,132,485,,3.30,,false,true,Utrecht → Antwerpen,298,209,163.78,321.22,66.2,243,317,Luxury,299,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,utrecht,brussel,executive-ev,200,180,570,,2.85,,false,true,Utrecht → Brussel,401,197,220.6,349.4,61.3,328,429,Luxury,399,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,utrecht,brussel,business,200,180,570,,2.85,,false,true,Utrecht → Brussel,401,197,220.6,349.4,61.3,328,429,Luxury,399,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,utrecht,brugge,executive-ev,221,199,604,,2.73,,false,true,Utrecht → Brugge,442,193,243.1,360.9,59.8,362,473,Luxury,439,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,utrecht,brugge,business,221,199,604,,2.73,,false,true,Utrecht → Brugge,442,193,243.1,360.9,59.8,362,473,Luxury,439,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,utrecht,dusseldorf,executive-ev,201,181,572,,2.85,,false,true,Utrecht → Düsseldorf,403,197,221.74,350.26,61.2,330,431,Luxury,405,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,utrecht,dusseldorf,business,201,181,572,,2.85,,false,true,Utrecht → Düsseldorf,403,197,221.74,350.26,61.2,330,431,Luxury,405,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,utrecht,keulen,executive-ev,244,220,640,,2.62,,false,true,Utrecht → Keulen,487,187,267.88,372.12,58.1,399,521,Premium,485,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,utrecht,keulen,business,244,220,640,,2.62,,false,true,Utrecht → Keulen,487,187,267.88,372.12,58.1,399,521,Premium,485,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,almere,antwerpen,executive-ev,188,169,551,,2.93,,false,true,Almere → Antwerpen,378,200,207.64,343.36,62.3,309,404,Luxury,379,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,almere,antwerpen,business,188,169,551,,2.93,,false,true,Almere → Antwerpen,378,200,207.64,343.36,62.3,309,404,Luxury,379,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,almere,brussel,executive-ev,241,217,636,,2.64,,false,true,Almere → Brussel,481,188,264.46,371.54,58.4,394,515,Premium,479,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,almere,brussel,business,241,217,636,,2.64,,false,true,Almere → Brussel,481,188,264.46,371.54,58.4,394,515,Premium,479,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,almere,brugge,executive-ev,255,230,658,,2.58,,false,true,Almere → Brugge,509,185,279.7,378.3,57.5,416,544,Premium,509,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,almere,brugge,business,255,230,658,,2.58,,false,true,Almere → Brugge,509,185,279.7,378.3,57.5,416,544,Premium,509,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,almere,dusseldorf,executive-ev,219,197,600,,2.74,,false,true,Almere → Düsseldorf,438,192,240.82,359.18,59.9,359,469,Luxury,439,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,almere,dusseldorf,business,219,197,600,,2.74,,false,true,Almere → Düsseldorf,438,192,240.82,359.18,59.9,359,469,Luxury,439,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,almere,keulen,executive-ev,264,238,672,,2.55,,false,true,Almere → Keulen,526,182,289.24,382.76,57.0,431,564,Premium,525,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,almere,keulen,business,264,238,672,,2.55,,false,true,Almere → Keulen,526,182,289.24,382.76,57.0,431,564,Premium,525,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Marktdata = placeholder.
day_trip,eindhoven,antwerpen,executive-ev,106,95,420,,3.96,,false,true,Eindhoven → Antwerpen,218,218,119.92,300.08,71.4,178,232,Luxury,219,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,eindhoven,antwerpen,business,106,95,420,,3.96,,false,true,Eindhoven → Antwerpen,218,218,119.92,300.08,71.4,178,232,Luxury,219,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,eindhoven,brussel,executive-ev,138,124,471,,3.41,,false,true,Eindhoven → Brussel,280,211,154.24,316.76,67.3,229,299,Luxury,279,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,eindhoven,brussel,business,138,124,471,,3.41,,false,true,Eindhoven → Brussel,280,211,154.24,316.76,67.3,229,299,Luxury,279,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,eindhoven,brugge,executive-ev,213,192,591,,2.77,,false,true,Eindhoven → Brugge,427,194,234.7,356.3,60.3,349,457,Luxury,425,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,eindhoven,brugge,business,213,192,591,,2.77,,false,true,Eindhoven → Brugge,427,194,234.7,356.3,60.3,349,457,Luxury,425,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,eindhoven,dusseldorf,executive-ev,126,113,452,,3.59,,false,true,Eindhoven → Düsseldorf,257,214,141.28,310.72,68.7,209,274,Luxury,255,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,eindhoven,dusseldorf,business,126,113,452,,3.59,,false,true,Eindhoven → Düsseldorf,257,214,141.28,310.72,68.7,209,274,Luxury,255,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,eindhoven,keulen,executive-ev,159,143,504,,3.17,,false,true,Eindhoven → Keulen,321,206,176.74,327.26,64.9,262,343,Luxury,319,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
day_trip,eindhoven,keulen,business,159,143,504,,3.17,,false,true,Eindhoven → Keulen,321,206,176.74,327.26,64.9,262,343,Luxury,319,35,Needs Review,Placeholder — prijs te controleren. Buitenlandse dagtocht; retourprijs n.v.t. Hoge prijs/km — korte rit. Marktdata = placeholder.
